Date,Demand,Unhedged,Hedged,Spot,Cost
2017-01-11 14:00:00,93.187406,51.187406,42,19.96266667,1870.828406
2017-01-11 15:00:00,90.075293,48.075293,42,19.96266665,1807.649516
2017-01-11 16:00:00,89.581957,47.581957,42,19.96266666,1798.49541
2017-01-11 17:00:00,87.757957,45.757957,42,19.96266665,1761.221339
2017-01-11 18:00:00,86.270656,44.270656,42,19.96266667,1731.228883
2017-01-11 19:00:00,85.92802,43.92802,42,19.96266665,1724.864493
2017-01-11 20:00:00,83.229991,41.229991,42,19.96266667,1670.332033
2017-01-11 21:00:00,78.963093,36.963093,42,19.96266666,1584.018746
2017-01-11 22:00:00,74.267199,32.267199,42,19.96266671,1489.088555
2017-01-11 23:00:00,73.482876,31.482876,42,19.96266664,1473.72087
2017-01-12 00:00:00,74.683253,32.683253,42,19.96266667,1498.113331
2017-01-12 01:00:00,74.129176,32.129176,42,19.96266666,1486.446958
2017-01-12 02:00:00,75.704211,33.704211,42,19.96266663,1518.578085
2017-01-12 03:00:00,74.098218,32.098218,42,19.96266662,1486.338664
2017-01-12 04:00:00,78.574771,36.574771,42,19.96266665,1576.472452
2017-01-12 05:00:00,90.060668,48.060668,42,19.96266666,1807.127061
2017-01-12 06:00:00,92.473775,50.473775,42,20.31400003,1875.046674
2017-01-12 07:00:00,91.617576,49.617576,42,20.31400001,1857.977662
2017-01-12 08:00:00,91.414641,49.414641,42,20.31400003,1854.439798
2017-01-12 09:00:00,83.091522,41.091522,42,20.31399996,1683.4415
2017-01-12 10:00:00,85.393414,43.393414,42,20.31400003,1730.195968
2017-01-12 11:00:00,81.705421,39.705421,42,20.31399998,1654.394862
2017-01-12 12:00:00,82.875239,40.875239,42,20.31399998,1679.139617
2017-01-12 13:00:00,76.726483,34.726483,42,20.31400001,1552.905235
2017-01-12 14:00:00,78.395607,36.395607,42,20.31399998,1587.262448
2017-01-12 15:00:00,79.689073,37.689073,42,20.314,1614.105917
2017-01-12 16:00:00,79.256009,37.256009,42,20.31400001,1605.153951
2017-01-12 17:00:00,79.359908,37.359908,42,20.31400001,1607.303609
2017-01-12 18:00:00,76.388466,34.388466,42,20.31399997,1546.14088
2017-01-12 19:00:00,77.746387,35.746387,42,20.31399998,1574.181941
2017-01-12 20:00:00,80.465336,38.465336,42,20.31399998,1629.777743
2017-01-12 21:00:00,77.762833,35.762833,42,20.31399998,1574.170379
2017-01-12 22:00:00,74.907777,32.907777,42,20.31400003,1516.125891
2017-01-12 23:00:00,70.30609,28.30609,42,20.31400004,1421.569578
2017-01-13 00:00:00,72.175994,30.175994,42,20.31400004,1459.917553
2017-01-13 01:00:00,74.08061,32.08061,42,20.31400001,1499.154541
2017-01-13 02:00:00,70.54746,28.54746,42,20.31399997,1426.370833
2017-01-13 03:00:00,78.837934,36.837934,42,20.31399998,1596.751405
2017-01-13 04:00:00,78.596681,36.596681,42,20.31399997,1591.460591
