run,train_size,dda_bd,mlp_ieo,rnn_ieo,lstm_ieo
1,10,0.03526019999999974,0.25122089999999986,0.21367389999999986,0.31314959999999914
1,20,0.015148599999999846,0.18559430000000177,0.23596789999999856,0.4021006000000007
1,30,0.01859320000000153,0.2608134,0.28299260000000004,0.41631900000000144
1,40,0.06540580000000062,0.36657590000000084,0.47409740000000156,0.7291901000000003
1,50,0.07164880000000196,0.5601263999999979,0.9140519000000005,0.9474476999999979
1,60,0.12345570000000095,0.5743729000000002,0.6931131000000015,0.8516614999999987
1,70,0.1479809000000003,0.6355784,0.8555755000000005,1.2328750999999976
1,80,0.19112379999999973,0.7236751000000012,0.8715498000000004,1.5424020000000027
1,90,0.2221791000000053,1.0518659000000028,1.4119065000000006,1.926147499999999
1,100,0.3017989000000014,0.959447499999996,1.3063083000000049,1.7546522999999965
1,110,0.6096842000000038,1.9475843000000026,1.2757457000000016,1.7713576999999958
1,120,0.6987598999999989,1.2745484000000005,1.144504700000006,2.177306899999998
1,130,0.7573119000000048,1.2138520000000028,2.4347007000000005,2.328711300000002
1,140,1.4885783000000004,1.139774200000005,1.4208076000000034,2.3943253999999996
1,150,2.538668400000006,1.4894952000000075,2.0088862000000063,2.6297169999999994
1,160,4.012637499999997,1.547316500000008,1.5770657999999997,2.4234765000000067
1,170,2.282427800000008,1.6110941999999966,2.3235221000000053,2.754206400000001
1,180,8.144652399999998,1.5471462000000002,2.1671335999999997,3.237207100000006
1,190,19.485189700000006,1.548659200000003,1.8499810999999795,3.123837100000003
1,200,26.596038400000026,2.0607067999999913,2.2595111999999915,3.104791800000015
2,10,0.013136599999995724,0.15566849999999022,0.23766430000000582,0.3857733999999766
2,20,0.030969299999981104,0.24524929999998335,0.28268560000000775,0.4220320000000015
2,30,0.024230999999986125,0.3060462000000257,0.4795943999999963,0.5968546000000003
2,40,0.08323289999998451,0.5833134000000086,0.6301634000000149,0.9425741999999957
2,50,0.09335609999999406,0.48565820000001736,0.7876937999999996,0.9233321000000103
2,60,0.13000260000001163,0.7564131999999972,0.7278210999999999,0.8388294000000087
2,70,0.08993499999999699,0.6015441000000123,0.88538029999998,1.2780075999999951
2,80,0.16485040000000595,0.7516765000000021,0.9078413000000012,1.358385300000009
2,90,0.29143099999998867,0.9003960999999947,1.0005012999999963,1.4437996999999996
2,100,0.4234123999999895,0.9918653000000006,1.3298922000000175,1.8377792
2,110,0.3053962000000183,0.988351300000005,1.2760126999999954,1.9969575000000077
2,120,0.7217688000000066,0.94600539999999,1.197488700000008,1.685918600000008
2,130,1.2974178000000052,1.1332987000000116,1.406076999999982,2.098304200000001
2,140,1.7565863000000093,1.6218676999999957,1.6537012000000004,2.2875676999999826
2,150,1.3765370000000132,1.3585603999999876,1.7835763000000213,2.458759299999997
2,160,2.2451765000000137,1.6276670999999965,1.810810800000013,2.533339699999999
2,170,3.0518296999999848,1.5767364000000157,2.006453499999992,2.857313000000005
2,180,2.6795483999999874,1.858013800000009,2.1430541000000005,2.8119020999999975
2,190,4.506254499999983,1.7033162000000175,2.660027200000002,3.0604878999999983
2,200,8.270016400000031,1.8999248999999736,2.4989314000000036,3.8993396999999845
3,10,0.01680850000002465,0.2209330999999679,0.25653890000000956,0.37371250000001055
3,20,0.022822899999994206,0.2900354999999877,0.33055669999998827,0.4704956999999581
3,30,0.10408380000001216,0.31436769999999115,0.3587312999999881,0.5454520000000116
3,40,0.10606989999996586,0.4029309000000012,0.5538864000000103,0.8881825000000276
3,50,0.28814610000000584,0.562465100000054,0.658547599999963,0.9352005000000077
3,60,0.41372309999997015,0.5962175000000229,0.7298223999999891,1.0112086999999974
3,70,0.5189667000000213,0.7705659999999739,0.8399622000000022,1.3888251000000196
3,80,1.011719199999959,0.7415943999999968,0.9002576000000317,1.468728399999975
3,90,1.7142516000000114,0.7695042000000285,0.9506811000000539,1.377162100000021
3,100,1.8085884999999848,1.066812499999969,1.344819599999994,2.015792000000033
3,110,1.9074866999999927,1.0827426000000173,1.3794831999999815,2.4106385000000046
3,120,7.216982500000029,1.2836111999999957,1.3541536999999835,2.0327733000000308
3,130,11.235630300000025,1.3197577000000251,1.8246320000000082,2.6585625000000164
3,140,27.509561399999996,1.4722353999999882,1.925807099999986,3.1545606999999904
3,150,46.49410259999996,1.5625560999999948,1.7220760000000155,2.6579236000000037
3,160,41.85755690000002,1.4149673999999663,1.7351388000000156,2.609098300000028
3,170,32.54438349999998,1.6824628999999618,2.236712799999964,3.014293700000053
3,180,47.60147280000001,1.649788199999989,2.0207831999999826,3.477348699999993
3,190,67.97248989999991,1.9893882999999732,3.0375336999999263,3.405112899999949
3,200,175.9527204000001,2.1078995000000305,2.396594899999968,4.029797699999904
4,10,0.013342999999963467,0.19692729999997027,0.3038067999999612,0.37756309999997484
4,20,0.02066530000001876,0.26791159999993397,0.3021027999999433,0.4036297000000104
4,30,0.050482100000067476,0.2936439000000064,0.3533558000000312,0.4760629999999537
4,40,0.08997009999995953,0.46587139999996907,0.5950401999999713,0.8595027000000073
4,50,0.10441199999991113,0.5918626000000131,0.9076151000000436,1.014301899999964
4,60,0.17443329999991875,0.535210300000017,0.6575219999999717,0.9246494999999868
4,70,0.2530965999999353,1.016079999999988,0.8526252000000341,1.3714889000000312
4,80,0.24725360000002183,0.7515614999999798,1.0178558999999723,1.422245299999986
4,90,0.4325025000000551,0.8066980999999487,1.0084070000000338,1.467659000000026
4,100,0.37601440000003095,1.0583881999999676,1.3111585999999988,1.9510859000000664
4,110,0.6369515999999749,1.1050000999999838,1.3293853999999783,2.016270400000053
4,120,0.665680400000042,1.1676732000000811,1.3646455000000515,2.052316000000019
4,130,1.6682498000000123,1.6063436000000593,1.618578599999978,2.2223997000000963
4,140,1.3360517000000982,1.3411702000000787,1.6383989999999358,2.4397225000000162
4,150,2.5124878999999964,1.489059300000008,1.8427884000000176,2.5003148000000692
4,160,2.984320499999967,1.434314200000017,1.6242660999999998,2.6387924000000567
4,170,16.158194500000036,1.8735516000000416,2.1761287000000493,3.1147631999999703
4,180,29.759597900000017,1.6660014000000274,2.1603651000000355,3.1866750000000366
4,190,20.722123699999997,1.857573499999944,2.9720422000000326,3.761928399999988
4,200,23.855019900000002,2.0409790999999586,2.8113345000000436,3.8799758999999767
5,10,0.013790100000051098,0.20068879999996625,0.24020010000003822,0.37686699999994744
5,20,0.043282100000055834,0.34499749999997675,0.2798050000000103,0.3840820000001486
5,30,0.035221599999886166,0.27851440000017647,0.3438152999999602,0.5481242999999267
5,40,0.10574459999997998,0.43902200000002267,0.6318203000000722,0.9606269999999313
5,50,0.10715490000006866,0.4757950999999139,0.5942016000001331,0.9500746000001072
5,60,0.22017540000001645,0.8350060000000212,0.7762024999999539,1.0677495999998428
5,70,0.29188460000000305,0.7400697999999011,0.9653149000000667,1.335180199999968
5,80,0.27156600000012077,0.8565183000000616,1.3062959999999748,1.813504200000125
5,90,0.6040453000000525,0.9158739000001788,1.0412421999999424,1.6469987000000401
5,100,0.7115883999999824,0.9740926000001764,1.3197490000000016,2.0912322000001495
5,110,0.927732399999968,1.1071933000000627,1.4133626999998796,2.2570459000000938
5,120,0.7874421999999868,1.2078879000000597,1.6215284000002157,2.433872299999848
5,130,2.0320348000000195,1.3522767999997996,1.7017631000001074,2.262780600000042
5,140,10.812792299999956,1.732069700000011,1.742562399999997,2.6162117999999737
5,150,40.34711469999979,1.5908065000000988,1.8445564999999533,2.5858938999999737
5,160,32.49927950000006,1.4246568999999454,1.856641499999796,2.492178499999909
5,170,48.380352499999844,1.7431460999998762,2.721345700000029,2.9474497000001065
5,180,53.90032229999997,1.9370044000002054,2.291747799999939,3.462002499999926
5,190,63.31513640000003,1.9311021000000892,2.082365000000209,2.9100447999999233
5,200,151.0370680000001,2.0597286000001986,3.0561179999999695,3.802097799999956
6,10,0.013433399999939866,0.17662160000008953,0.25268979999987096,0.4315529999998944
6,20,0.019782500000019354,0.3026282999999239,0.28280279999989943,0.46631639999986874
6,30,0.07095249999997577,0.2928646000000299,0.34942339999997785,0.511821800000007
6,40,0.08516889999987143,0.422927399999935,0.5491385000000264,0.9931038999998236
6,50,0.09118820000003325,0.5372995999998693,0.8334697000000233,0.9654430999999022
6,60,0.16675420000001395,0.5567642999999407,0.7222660999998425,0.9606240999999045
6,70,0.1807694999999967,0.7263216999999713,0.9268293000000085,1.4645344000000478
6,80,0.23548140000002604,0.774109499999895,0.9221651999998812,1.454769099999794
6,90,0.23299520000000484,0.8082463000000644,0.9614822000000913,1.4102682000000186
6,100,0.3955637999999908,1.1085649000001467,1.3977253000000474,1.993039200000112
6,110,0.7706180999998651,1.0994743999999628,1.4656511000000592,2.256845099999964
6,120,0.6322311000001264,1.2070079999998597,1.3650612999999794,2.027075400000058
6,130,0.4674199999999473,1.2827472000001308,1.6425226999999722,2.4027212000000873
6,140,0.8054214999999658,1.3253416999998535,1.7047364000000016,2.663049000000001
6,150,0.9971928999998454,1.8683214000000135,1.7332970999998452,2.52389519999997
6,160,0.9634378000000652,1.8786638999999923,1.8986516999998457,2.454361399999925
6,170,0.6230342999999721,1.7176944999998796,2.0947779000000537,3.1683599000000413
6,180,1.4645998999999392,1.7987552999998115,2.1591703999999936,3.3369218000000274
6,190,1.8361869000000297,1.8458808000000317,2.215278299999909,3.3886199000000943
6,200,36.90852269999982,2.2286865000000944,3.3462173999998868,3.9646655999999894
7,10,0.011033199999928911,0.17154570000002423,0.24844030000008388,0.3757897000000412
7,20,0.03814430000011271,0.3177353999999468,0.3203132999999525,0.42545909999989817
7,30,0.019756500000084998,0.26478339999994205,0.35239270000010947,0.4536287999999331
7,40,0.08316339999987576,0.4868804000000182,0.6149402999999438,0.943793800000094
7,50,0.09388419999982034,0.5348492999999053,0.8326014000001578,0.9091816000000108
7,60,0.15476439999997638,0.5229102999999213,0.6423603999999159,0.9263461999998981
7,70,0.28502660000003743,0.7770579999998972,0.944153900000174,1.3923293000000285
7,80,0.302179199999955,0.7528426999999738,1.0684066999999686,1.4921105999999327
7,90,0.3105857000000469,0.9466267000000244,1.024096800000052,1.8347631999999976
7,100,0.38253000000008797,0.9485257999999703,1.1969763000001876,1.8544908000001215
7,110,0.8877824000001056,1.054682400000047,1.5554475999999795,2.0327577000000474
7,120,1.720039399999905,1.061353100000133,1.2854154999999992,2.1190130999998473
7,130,6.282297499999913,1.3071059999999761,1.6578968999999688,2.6487933000000794
7,140,5.474989199999982,1.3758930999999848,1.9119361999999,2.6451399999998557
7,150,7.704696600000034,1.4249060000001919,2.3209325000000263,2.9875262999998995
7,160,10.2674327000002,1.6231370999998944,1.7594469999999092,2.429649599999948
7,170,5.14503650000006,1.6055618999998842,2.0288322999999764,3.0603420999998434
7,180,18.828238499999998,1.7749111999999059,2.733875800000078,2.906796600000007
7,190,48.28206419999992,1.8823804999999538,2.1358388000001014,2.8252121999998963
7,200,84.99675709999997,1.7711071000001084,2.1639930000001186,3.6614459999998417
8,10,0.01103929999999309,0.16162770000005366,0.26414920000001985,0.34033210000006875
8,20,0.04211239999995087,0.24182329999985086,0.28922609999995075,0.4836827000001449
8,30,0.09307009999997717,0.25549469999987195,0.32319510000002083,0.5964989000001424
8,40,0.09447149999982685,0.41299849999995786,0.5476533000000927,0.9678516999999829
8,50,0.1776155000000017,0.5340637000001607,0.6725761000000148,1.009061900000006
8,60,0.20636560000002646,0.5458028000000468,0.6498788999999761,1.020875900000192
8,70,0.2324241000001166,0.7792907999998988,1.2127109000000473,1.634524600000077
8,80,0.5078058999999939,0.7543223000000125,0.9371903000001112,1.5329493000001548
8,90,1.1102269000000433,0.9111829000000853,1.0389486000001398,1.6606610000001183
8,100,2.965023199999905,1.0320200999999543,1.2652044999999816,1.7507721000001766
8,110,2.215908799999852,1.1422832000000653,1.789080100000092,2.230277399999977
8,120,4.840556399999969,1.1373040000000856,1.7728440999999293,1.953590399999939
8,130,3.32507099999998,1.5819812999998248,1.7639182999998866,2.513092400000005
8,140,4.1830722999998216,1.3526323000000957,1.7434098999999605,2.4293760999998995
8,150,19.59323429999995,2.140361799999937,1.8264904999998635,2.703388299999915
8,160,39.810626300000195,1.4970355000000382,1.6850310999998328,2.79434880000008
8,170,42.983315100000254,2.0855372999999418,2.0292273999998542,2.907984200000101
8,180,116.68310680000013,1.6309519000001274,1.974197400000321,3.298204100000021
8,190,174.65945220000003,1.7073691000000508,1.9639760000000024,3.634162700000161
8,200,180.2006897000001,2.131814100000156,2.6366441000000123,3.3108406000001196
9,10,0.032173900000088906,0.2456569999999374,0.29506820000005973,0.5011279000000286
9,20,0.05143069999985528,0.2255259999997179,0.3299431000000368,0.5497739000002184
9,30,0.07002090000014505,0.2910511999998562,0.4655875000003107,0.5096092000003409
9,40,0.11417929999970511,0.4623677999998108,0.6713636999998016,0.9235939000000144
9,50,0.12444030000006023,0.5923012000002927,0.6347756000000118,1.0601646999998593
9,60,0.17907719999993787,0.5337788000001638,0.6411874999998872,1.2050055999998222
9,70,0.22049999999990177,0.7751690000000053,0.9289682000003268,1.3571999000000687
9,80,0.6597269999997479,0.8248919000002388,0.9719663000000764,1.419640299999628
9,90,0.6531608000000233,0.8305771000000277,1.0164441000001716,1.452584300000126
9,100,2.425471000000016,1.048135800000182,1.4031543000000966,1.8778354999999465
9,110,3.107386800000313,1.1967054000001554,1.3226881999999023,1.9998717999997098
9,120,2.3970444999999927,1.2709107999999105,1.4092780999999377,1.9783232000004318
9,130,3.871077100000093,1.3026887000000897,1.658824199999799,2.620600299999751
9,140,4.665374499999871,1.3625755000002755,1.7350870999998733,2.286095199999636
9,150,14.741240199999993,1.6239113000001453,1.6467979999997624,2.3128953999998885
9,160,18.19001470000012,1.5077776000002814,1.6662145999998756,2.5953334000000723
9,170,91.87378760000001,1.7469427000000906,2.7849153000001934,3.40655629999992
9,180,99.11563060000026,1.5564626999998836,2.0060003999997207,2.938259900000048
9,190,180.15532280000025,1.8948765000000094,2.064189400000032,2.9110255999999026
9,200,180.1788446999999,1.8648987000001398,2.3612011000000166,3.6829658999999992
10,10,0.014603099999931146,0.1935152000000926,0.3091656999999941,0.49234389999992345
10,20,0.020982500000172877,0.24078749999989668,0.31851159999996526,0.4516429000000244
10,30,0.02534990000003745,0.27867390000028536,0.3885677999996915,0.5115178999999443
10,40,0.097802799999954,0.48274190000029193,0.7727725999998256,1.1471409999999196
10,50,0.1526984000001903,0.5966099000002032,0.7348987999998826,1.0768090999999913
10,60,0.17277930000000197,0.5949788999996599,0.6799341999999342,1.1265108000002328
10,70,0.17552530000011757,0.8313088999998399,0.9018191000000115,1.4012829999996939
10,80,0.26771229999985735,0.7648340999999164,0.9878020000001015,1.410407700000178
10,90,0.2871311999997488,0.9264385999999831,1.0626502000000073,1.6554237000000285
10,100,0.35495110000010754,1.0486810000002151,1.1692794999999023,1.9607786000001397
10,110,0.565287299999909,1.2002572000001237,1.3227922999999464,2.155204700000013
10,120,0.9313777000002119,1.2460046999999577,1.3505669000001035,1.9502348999999413
10,130,1.4416387999999642,1.2553593000002365,1.5674419000001762,2.874183599999924
10,140,1.3672581000000719,1.3536454000000049,1.8286130999999841,2.2852045999998154
10,150,10.045365599999968,1.3499187999996138,1.8140791000000718,2.71270530000038
10,160,6.716840900000079,1.5418690000001334,1.8807639000001473,2.5475335000000996
10,170,28.010410800000045,1.771649900000284,1.9783993999999439,2.832817999999861
10,180,16.96377059999986,2.2868610999998964,2.660306700000092,3.2246561000001748
10,190,29.66097449999961,2.1741947000000437,3.073288899999625,2.966984700000012
10,200,54.37614910000002,2.2774466000000757,2.2729724000000715,4.054837099999986
11,10,0.015401399999973364,0.2256211999997504,0.34580300000015995,0.42373230000021067
11,20,0.019617699999798788,0.23327699999981633,0.29447509999999966,0.5468287999997301
11,30,0.026650299999801064,0.3157280999998875,0.5018172999998569,0.5064596000001984
11,40,0.09294649999992544,0.5566767000000254,0.6326586000000134,0.8838519000000815
11,50,0.09032209999986662,0.49701529999993,0.9109143999999105,1.1883162999997694
11,60,0.16424259999985225,0.6255709000001843,0.7640048000002935,1.1045962000002874
11,70,0.2532799000000523,0.8386136999997689,1.1696044999998776,1.606867300000431
11,80,0.20547839999971984,0.8289550000004056,1.0097796999998536,1.4618703999999525
11,90,0.3039323000002696,0.9084250999999313,1.12934660000019,1.6959761999996772
11,100,0.3692974000000504,1.0225936000001639,1.2077595999999176,1.79938089999996
11,110,0.8641944000000876,1.0603617000001577,1.2734056000003875,1.9153888999999253
11,120,1.2105332000001,1.1462891999999556,1.342337800000223,1.9233167999996112
11,130,2.237913600000411,1.7382424000002175,2.230711600000177,2.2713392000000567
11,140,1.7441552999998748,1.614840500000355,1.7666117999997368,2.4827721000001475
11,150,1.4851174999998875,1.3747917000000598,1.8971982999996726,2.737312000000202
11,160,4.126039899999796,1.3566337000002022,1.586359899999934,2.422217699999692
11,170,8.015527499999735,2.2047067999997125,2.995992000000115,3.9018866000001253
11,180,45.257046700000046,1.812761600000158,2.0124829999999747,3.1118854000001193
11,190,30.4147124000001,1.6806170999998358,2.098542200000338,2.832754399999885
11,200,133.13758899999993,2.0355780999998387,2.427181500000188,3.5054871000002095
12,10,0.013201499999922817,0.24036870000009003,0.25502670000014405,0.39506560000018
12,20,0.05079380000006495,0.2132902000003014,0.304266699999971,0.4391052999999374
12,30,0.09001600000010512,0.32364019999977245,0.47422679999999673,0.5823605999999018
12,40,0.08352779999995619,0.525004799999806,0.5943859999997585,0.8830404000000271
12,50,0.10731239999995523,0.4792080000001988,0.6245123999997304,0.8516607999999906
12,60,0.15222300000004907,0.6172122999996645,0.6818435999998655,1.0844577000002573
12,70,0.22128580000025977,0.8085915999999997,0.9638509999999769,1.3497290000000248
12,80,0.4999566000001323,0.8413884000001417,1.285541899999771,1.3120976999998675
12,90,0.46612740000000485,0.9333105000000614,1.0331795000001875,1.4499798000001647
12,100,0.5585986999999477,1.2916895999996996,1.307504400000198,1.862398299999768
12,110,1.4644235000000663,1.0931221000000733,1.342042499999934,2.168344800000341
12,120,2.4670243999999,1.2049743000002309,1.4808523000001514,2.023806799999875
12,130,6.657103800000186,1.2905963000002885,1.8784630000000107,2.715058599999793
12,140,10.646920500000306,1.4054390999999669,1.72107109999979,2.5485030999998344
12,150,19.380547899999783,1.4243946000001415,2.009489499999745,2.6097806000002493
12,160,35.67379119999987,1.4000236000001678,1.6414150000000518,2.6193052000003263
12,170,31.073322199999893,1.5787128000001758,2.038487400000122,3.089662800000042
12,180,76.03600789999973,1.9835827999995672,2.190375600000152,2.87838980000015
12,190,89.7150588000004,1.624154400000407,2.0438765999997486,3.287671100000807
12,200,144.34083209999972,2.2751091999998607,2.347734500000115,3.7279419000005873
13,10,0.01649489999999787,0.1745307999999568,0.29324820000056206,0.43475800000032905
13,20,0.01950140000008105,0.35001979999924515,0.3081401999997979,0.48278879999998026
13,30,0.02545529999952123,0.3013467999999193,0.36357089999910386,0.48811209999985294
13,40,0.08206620000055409,0.41682270000001154,0.6175442000003386,0.9516687999994247
13,50,0.09652040000037232,0.556738199999927,0.7717749000003096,0.9823158999997759
13,60,0.10340569999971194,0.5747009000006074,0.6874612999999954,1.0916401000004043
13,70,0.1999391999997897,0.7608729999992647,0.9566512999999759,1.3685650000006717
13,80,0.20122929999979533,0.9043456999997943,0.9926897999994253,1.360109299999749
13,90,0.33839529999931983,0.809983099999954,0.9681737999999314,1.4868092000006072
13,100,0.6558080000004338,1.088802599999326,1.2868457999993552,1.9824847999998383
13,110,0.5595884000003934,1.1474644999998418,1.441322200000286,1.9014116999996986
13,120,1.738695000000007,1.0520080000005692,1.2841530999994575,2.160768200000348
13,130,0.9782820999998876,1.2660766999997577,2.153284199999689,2.410283100000015
13,140,3.2838081999998394,1.3452646000005188,1.8369993000005707,2.544213099999979
13,150,1.9246682000002693,1.6996090000002368,1.6893040000004476,2.446325500000057
13,160,8.088268100000278,1.4969512000006944,2.40753389999918,2.556248300000334
13,170,11.811841300000196,1.6257704000008744,2.455657500000598,2.9534186999999292
13,180,10.091344100000242,1.9234018000006472,2.0096345000001747,3.281223400000272
13,190,17.361631100000523,1.6627822999998898,2.2943680999997014,3.4982528000000457
13,200,44.927198999999746,1.7591391000005387,2.2365426000005755,4.027993800000331
14,10,0.013731000000007043,0.18869290000020555,0.26695540000037,0.37878880000062054
14,20,0.021590999999716587,0.28855810000004567,0.3744183000007979,0.5324483000003966
14,30,0.024572799999987183,0.28676399999949354,0.341924199999994,0.4968074999997043
14,40,0.060203699999874516,0.4613331999998991,0.5991532000007282,0.940338200000042
14,50,0.11122849999992468,0.5084833999999319,0.6452879999997094,0.9386495999997351
14,60,0.14518499999940104,0.5687176000001273,0.6988842000000659,1.1954680999997436
14,70,0.14504119999946852,0.7469126999994842,0.9244568999993135,1.3355839999994714
14,80,0.21930969999993977,0.8302200999996785,0.979872300000352,1.441299799999797
14,90,0.31217370000013034,0.8769296000000395,1.0385974000000715,1.678755999999339
14,100,0.30686839999998483,1.0540197999998782,1.3205515000008745,1.8680251999994653
14,110,0.4795635000000402,1.1771017999999458,1.3017970000000787,2.0269702000005054
14,120,0.7257292000003872,1.0641558000006626,1.2441847000000053,1.927030900000318
14,130,1.5199216999999408,1.4969029000003502,1.5618172000004051,2.26503749999938
14,140,3.13777410000057,1.4299284999997326,2.2504881999993813,2.4732328000000052
14,150,5.1200689000006605,1.386322100000143,1.8966558000001896,2.4021794000000227
14,160,7.869578700000602,1.4060205000005226,1.6945254000002024,2.6924046000003727
14,170,15.059468999999808,1.8029360999998971,2.519193600000108,3.3445507999995243
14,180,8.36397769999985,1.9201894999996512,2.0751030999999784,2.899530299999242
14,190,23.939930300000015,1.9608732999995482,2.902509500000633,3.985535100000561
14,200,19.425887100000182,1.9972933999997622,2.424713899999915,3.853020900000047
15,10,0.014412300000003597,0.18860979999953997,0.26161080000019865,0.4233917999999903
15,20,0.04285210000034567,0.2869161999997232,0.29839799999990646,0.47638480000023264
15,30,0.05205099999966478,0.25619819999974425,0.3249727000002167,0.5358765999999378
15,40,0.06547190000037517,0.4519788999996308,0.7481782000004387,0.8885854999998628
15,50,0.07181959999979881,0.477603000000272,0.618111300000237,0.9710953999992853
15,60,0.13445249999949738,0.5645348999996713,0.6821932000002562,1.0116216999995231
15,70,0.15838009999970382,0.7035132999999405,0.8621126999996704,1.377442100000735
15,80,0.1633842999999615,0.7157015999991927,0.8955534999995507,1.3222479000005478
15,90,0.17946479999955045,0.798456299999998,0.9634112999992794,1.691017500000271
15,100,0.31070329999965907,1.1153492000003098,1.3492551999997886,1.8875285000003714
15,110,0.6745051999996576,1.0430139000000054,1.3537962999998854,1.9356775000005655
15,120,2.6848290000007182,1.3872627999999168,1.40806479999992,1.960473300000558
15,130,1.898787099999936,1.3665011000002778,1.6652734999997847,2.3673312000000806
15,140,3.364255299999968,1.4468697000002066,1.6181570999997348,2.3704712999997355
15,150,3.867898100000275,1.5189492999998038,1.6838991999993596,2.4224983000003704
