process,non_linear,sigma,run,train_size,mlp_ieo,rnn_ieo,lstm_ieo
mr,False,10,48,73,0.6203539731995086,0.5930499375796201,0.6612530744919419
mr,False,10,49,73,0.6819236972668266,0.8256610442705653,0.8256610442705653
mr,False,10,50,73,0.9954879634297938,0.732487916771777,0.7425322396710679
mr,False,10,51,73,0.7204866204233771,0.9867798248970095,1.3197324253283567
mr,False,10,52,73,1.1944639168090172,0.9892670807770599,0.9892670807770599
mr,False,10,53,73,1.3804921907962437,1.1543631337233047,1.3804921907962437
mr,False,10,54,73,1.2184907852453666,0.8035072646979317,1.2592845053183577
mr,False,10,55,73,0.4824613954749083,0.932604422504407,0.4824613954749083
mr,False,10,56,73,0.6897135721277948,0.4940807509734464,0.7861231989884514
mr,False,10,57,73,0.8512621472421125,0.6841564359549792,0.7992759066588594
mr,False,10,58,73,1.0595555599623088,0.6007577625929001,1.4408624582047538
mr,False,10,59,73,1.2955631577745315,1.2955631577745315,1.2955631577745315
mr,False,10,60,73,1.2823358836366145,1.0784470001377202,1.188473719414818
mr,False,10,61,73,1.0374346362164575,0.8446642898084852,1.069160818126739
mr,False,10,62,73,0.7139527625037404,0.6947757903394749,0.6947757903394749
mr,False,10,63,73,0.7688038294864799,0.8134636772814513,0.8134636772814513
mr,False,10,64,73,1.176874310901278,1.176874310901278,1.3847635823671136
mr,False,10,65,73,0.5751223642291806,0.5164305422494131,0.5087681850979685
mr,False,10,66,73,0.8826044440537466,0.8733054999159021,0.8536445998289377
mr,False,10,67,73,1.0312324222368348,1.2067587520985161,1.1435449939037183
mr,False,10,68,73,0.5360123701346844,0.5214838772920066,0.4330350661295916
mr,False,10,69,73,1.2057721408555795,0.8461622477877531,0.9315826458116608
mr,False,10,70,73,0.7627319396722055,0.6745824904040574,0.7262956610991865
mr,False,10,71,73,0.8809572831439806,0.5224213147387413,0.9848134756187492
mr,False,10,72,73,1.0772042603815237,0.9473154709090224,1.0053465387555365
mr,False,10,73,73,0.7083961091043568,0.513556438481191,0.7083961091043568
mr,False,10,74,73,1.3796983268639056,0.7150703148631474,0.662376070207449
mr,False,10,75,73,1.2508851095835476,0.888672205329337,1.2508851095835476
mr,False,10,76,73,0.6295138015016496,0.44439545944189507,0.1973464721016654
mr,False,10,77,73,1.315992079856923,1.3759691766033926,1.8556872767226378
mr,False,10,78,73,1.035985697906324,0.997301418433052,1.0334542530261832
mr,False,10,79,73,0.5241871104379949,0.535755267529021,0.5103701113499279
mr,False,10,80,73,1.4307634852322004,1.4951948800223136,1.3043444989421502
mr,False,10,81,73,0.4569192327056471,0.8481138442669447,0.3931248593107529
mr,False,10,82,73,1.7971997792271432,1.5745417608824284,2.027082315142407
mr,False,10,83,73,0.5621110153717379,0.5621110153717379,0.505264806883896
mr,False,10,84,73,0.883638271864786,1.0530491450920754,1.2110315875139837
mr,False,10,85,73,1.6497186421076253,1.6497186421076253,1.6497186421076253
mr,False,10,86,73,0.6021158188943486,0.727633453319802,0.6021158188943486
mr,False,10,87,73,1.105909299420894,1.142003179092822,0.9282991196191294
mr,False,10,88,73,0.9252425423313728,0.7183366084816135,0.6094708457181884
mr,False,10,89,73,0.6262398217819458,0.5555131627610354,0.5555131627610354
mr,False,10,90,73,0.6316634745503307,0.6965544421990736,0.5732658433069863
mr,False,10,91,73,1.6314689851622952,1.6878387248704,1.6304447616833053
mr,False,10,92,73,0.7633750578720111,0.31153960710065787,0.4661543412698605
mr,False,10,93,73,0.41174689763957106,0.5085324072743156,0.5085324072743156
mr,False,10,94,73,0.7951582732372342,0.825394413371691,0.8660717510043351
mr,False,10,95,73,0.7328201923257185,1.2603828165805795,0.8649649493303166
mr,False,10,96,73,1.6440228158417551,1.7075081201654292,2.3831878405905025
mr,False,10,97,73,0.44410105497968094,0.39200691622506156,0.35467677889112614
mr,False,10,98,73,0.9541455760029479,0.7833313727406048,1.0828424957266936
mr,False,10,99,73,0.9765850630209608,0.7449310068024779,0.8293912860367295
mr,False,10,100,73,1.5483171509035478,1.2242916870144036,1.2568713297453122
mr,True,10,1,73,0.4469674123264683,0.3104781737413323,0.4469674123264683
mr,True,10,2,73,0.3335171943438176,0.3335171943438176,0.3335171943438176
mr,True,10,3,73,0.6390500136444454,0.1977905087258282,0.48846173781056507
mr,True,10,4,73,0.38045928534369255,0.4798496154187152,0.5796677887311084
mr,True,10,5,73,0.8437444579831397,0.6382038488925995,0.5167827318788681
mr,True,10,6,73,0.6945983617166296,0.5752864967913962,0.7891201240148116
mr,True,10,7,73,1.1116754231410346,0.9635966292257204,1.1116754231410346
mr,True,10,8,73,1.0226735465436163,0.7741260030135797,0.7794307905125009
mr,True,10,9,73,0.6330032399020752,0.6840211221998532,0.6309233702019791
mr,True,10,10,73,0.7287113675187208,0.581192982274639,0.39397564780329725
mr,True,10,11,73,0.48495636771656647,0.5659083191327738,0.4073747737983481
mr,True,10,12,73,1.6074077213095814,0.9705250225832864,0.8720523442338544
mr,True,10,13,73,2.1344204815229615,1.2936369937690622,1.3993762633814468
mr,True,10,14,73,0.5924859227140183,0.43499073334624755,0.29618550419322665
mr,True,10,15,73,0.8013883835172573,0.7133034936100209,0.7536889175475397
mr,True,10,16,73,0.5231867295183068,0.5231867295183068,0.7501461580005326
mr,True,10,17,73,0.5091661181550616,0.4386146423200275,0.48401646371094237
mr,True,10,18,73,1.1268939590433409,0.9686196056006852,0.8030184082363895
mr,True,10,19,73,0.8879444893437011,1.1911919380046267,0.8502177864227757
mr,True,10,20,73,1.282848270139133,1.2947923297686539,1.1272627616699056
mr,True,10,21,73,1.1549579761351887,0.9788365614213053,0.9788365614213053
mr,True,10,22,73,0.27429205991319583,0.7759256844380944,0.5580319472488217
mr,True,10,23,73,0.416682150150746,0.6172030136120771,0.41260573192789185
mr,True,10,24,73,1.2723335504993902,1.0235191865788507,1.0743095249126198
mr,True,10,25,73,0.7211477062176903,0.7228700011237543,0.7619103455125825
mr,True,10,26,73,1.5279611498551924,1.0709793717755238,1.0709793717755238
mr,True,10,27,73,1.3941375782103227,1.2985495444653838,1.1407743017762393
mr,True,10,28,73,0.6395061254565636,0.5958589737182293,0.5958589737182293
mr,True,10,29,73,0.5823207162731034,1.2543137949295222,1.501331075704939
mr,True,10,30,73,0.9559328394458007,0.6600201814685045,0.8182284684566388
mr,True,10,31,73,0.8814092811101906,1.074955887338947,0.9868701439040651
mr,True,10,32,73,0.9865688931068989,1.0693015580796985,1.631865398134346
mr,True,10,33,73,0.18079013791571896,1.3164140300577396,0.5942746155993727
mr,True,10,34,73,1.1324923910167293,0.9003744221300298,0.796299385585424
mr,True,10,35,73,0.27858246536349485,0.5882786425878888,0.24922344590387466
mr,True,10,36,73,0.8257983379299869,0.8648630620499592,0.7071633187642496
mr,True,10,37,73,1.2890448753364239,1.1186589200286585,1.1605898376110027
mr,True,10,38,73,0.5772892169405819,0.4689305108144504,0.9031297692713179
mr,True,10,39,73,1.7453396933594372,2.0147109632432194,2.312665785046236
mr,True,10,40,73,1.6898559553228758,1.216651672912492,1.345988910278202
mr,True,10,41,73,1.0789643455289528,0.9326732993756461,0.9326732993756461
mr,True,10,42,73,0.42483818548237956,1.1943875524102376,0.8952417281724735
mr,True,10,43,73,1.3671171821116384,0.8434217331681435,0.9986758137798029
mr,True,10,44,73,0.4904404072748129,0.31335604103782894,0.4184130351777991
mr,True,10,45,73,1.4918260792356892,1.6118284753183763,1.7588077256960224
mr,True,10,46,73,1.0142814345002693,1.1915551423383852,1.2592397752200823
mr,True,10,47,73,1.2745231302252482,1.0358399359094808,1.2099431294867506
mr,True,10,48,73,0.8057068845767407,0.5016242952142386,0.49618885565744897
mr,True,10,49,73,0.5891141784454795,0.7150910640933804,0.8003909131358398
mr,True,10,50,73,0.7862045118839842,0.9882731896552603,0.4927585993633401
mr,True,10,51,73,0.7564040914145775,1.1900423373172335,1.1900423373172335
mr,True,10,52,73,0.7309064291937167,0.5596862778203088,0.6275706322297004
mr,True,10,53,73,1.3831780803105025,1.2000661686846836,1.1918107293060336
mr,True,10,54,73,0.529170480435205,0.6425598369813257,0.62229437396457
mr,True,10,55,73,0.8768998533935124,0.5043483078024719,0.8873701490655247
mr,True,10,56,73,1.1288911191019835,0.9676466398131338,1.0114569644275897
mr,True,10,57,73,1.0300028330263369,0.5083938084577743,1.05304979750307
mr,True,10,58,73,0.7604187191291029,0.3238703213907898,0.5722636840077884
mr,True,10,59,73,1.0097980345799313,0.8463403273282454,0.9402385561905859
mr,True,10,60,73,0.9239867772407157,1.149732066508098,0.920811526322324
mr,True,10,61,73,0.3275710762915187,0.25303119710042854,0.25303119710042854
mr,True,10,62,73,1.975484013699234,1.063247215633404,1.2090832505905011
mr,True,10,63,73,1.182684777026985,0.9694910480141988,1.0845456691055193
mr,True,10,64,73,0.6242682864066138,1.0191002401139793,0.8938463814986773
mr,True,10,65,73,0.4841802263848542,1.099335187325316,1.006838287490639
mr,True,10,66,73,0.4809787090431018,0.23702975986760264,0.2702889309242311
mr,True,10,67,73,1.1907145492810243,1.5155474970104021,1.2386570374671058
mr,True,10,68,73,1.487715326178252,1.3164849209343166,1.5711323454663528
mr,True,10,69,73,0.9816541128197057,1.0463445919217031,1.1095954012069444
mr,True,10,70,73,0.9794684372601697,0.8853171073111155,1.1484204839043637
mr,True,10,71,73,0.4922931211417013,0.37348208469112837,0.8019083111258015
mr,True,10,72,73,0.6642403941892813,0.8893102598178467,0.8521956151568768
mr,True,10,73,73,0.16906691649150454,0.5125816465973889,0.3558164964853885
mr,True,10,74,73,0.4945537948441799,0.6342781384003243,0.5444804110729083
mr,True,10,75,73,0.8369460372770835,0.6137373588116182,0.5160053398769874
mr,True,10,76,73,0.3667478337054485,0.33731661945676183,0.33731661945676183
mr,True,10,77,73,0.8047867901102247,0.9021682258000466,0.6929018570279752
mr,True,10,78,73,1.0266207411159882,0.7813734836602261,1.032831801555512
mr,True,10,79,73,0.5562935901458657,0.7492161472887287,0.8384603727898966
mr,True,10,80,73,0.6725869448918897,1.1005708255029552,0.5982502119922982
mr,True,10,81,73,1.8574094048980214,1.5824339296589356,2.136118910841281
mr,True,10,82,73,0.579234787630883,0.8790598412514181,1.315101206327376
mr,True,10,83,73,1.2432360701786553,0.8714659299667108,0.8714659299667108
mr,True,10,84,73,1.1663866721160914,0.9113882502731124,0.9083904833809343
mr,True,10,85,73,0.6282603689756113,0.6095331598160588,0.5266792239881007
mr,True,10,86,73,0.6919849206454597,0.7904526612697014,0.6649252056256885
mr,True,10,87,73,1.7413164654458568,1.3408359801602356,1.3093017557343287
mr,True,10,88,73,0.7335539870554217,0.3785414028971252,0.4510564004851964
mr,True,10,89,73,0.47069699509168517,0.6538869996029519,0.7007390185036892
mr,True,10,90,73,1.1661268195855579,0.7425616504758059,0.7425616504758059
mr,True,10,91,73,1.0459728803615063,0.7222659895142465,1.0586187426170242
mr,True,10,92,73,1.1192365449888446,0.6382622210493689,0.9380951127639928
mr,True,10,93,73,1.0369171587715225,1.0369171587715225,1.1817970213347706
mr,True,10,94,73,1.0852404817234977,0.6923710371011086,0.7729477506428898
mr,True,10,95,73,1.016129919977495,1.2979317908453527,1.2979317908453527
mr,True,10,96,73,0.9190962493842578,1.248457781720371,1.0813575527695403
mr,True,10,97,73,0.5452074412154961,0.8001820904025523,0.8001820904025523
mr,True,10,98,73,0.8977479045621697,0.6444420706155202,0.6658747611391679
mr,True,10,99,73,0.9242508402649542,0.5737270753080653,0.9366401607287063
mr,True,10,100,73,1.0912526683899908,1.173536419472268,1.2571924959753815
rw,False,10,1,73,0.34222672724555975,0.3351678557531406,0.32856632249481765
rw,False,10,2,73,0.6665665442421097,0.47268811093582436,0.6164586078331457
rw,False,10,3,73,1.3951057747982896,1.1221561793683479,1.5708159717024217
rw,False,10,4,73,0.7791673010317068,0.7752854332624584,0.6983133454388716
rw,False,10,5,73,2.573767561563831,1.8434597711776235,2.4360587960296343
rw,False,10,6,73,2.162250128578934,1.9248745724532352,2.3297742333956695
rw,False,10,7,73,0.34859568727593476,0.47211878080510783,0.42293678136323365
rw,False,10,8,73,0.46890906254317316,0.4563095204065388,0.46890906254317316
rw,False,10,9,73,1.40118978764972,0.9076954143030433,1.4144857861687028
rw,False,10,10,73,1.048371756868895,1.048371756868895,0.8519810079622665
rw,False,10,11,73,0.9310954263841811,0.9902956785144869,0.9190851563540423
rw,False,10,12,73,0.4807498490739923,0.4166373600838756,0.7497244365833424
rw,False,10,13,73,0.6753792319833192,0.5725208758139558,0.6920098075195819
rw,False,10,14,73,3.2239174630107157,1.8100783358594317,2.192734627399858
rw,False,10,15,73,0.6703203918256792,0.9034865464501327,1.0374958592377992
rw,False,10,16,73,1.4519290162117207,1.9673135733203333,1.4761263503248534
rw,False,10,17,73,0.3839833280821078,0.18332552050036593,0.3109330629769944
rw,False,10,18,73,0.48008125789056716,0.704984318803784,0.5604043145574621
rw,False,10,19,73,1.8018947301986747,3.112585965935247,2.0838334399594474
rw,False,10,20,73,1.7527760111907393,1.3925239492400243,1.5685634007163891
rw,False,10,21,73,1.7274337191876896,1.2003450661980404,1.6282625384569136
rw,False,10,22,73,0.8946974605700599,1.1464014964596378,1.095294912490698
rw,False,10,23,73,1.633082103996052,1.0483227150860037,1.561356717769592
rw,False,10,24,73,0.9466997741875611,1.5797981939723666,1.2370758292388075
rw,False,10,25,73,0.4974438527794645,0.5176735385185752,0.34132161928403076
rw,False,10,26,73,0.8885016720949318,0.5619759577676567,0.505672870656838
rw,False,10,27,73,0.434426425839173,0.3398272077181775,0.3398272077181775
rw,False,10,28,73,0.6703002424853136,0.6711383091909517,0.8179364316132913
rw,False,10,29,73,0.3051528793425437,0.3741068264603442,0.26370478341367054
rw,False,10,30,73,0.3036835393861476,0.10617523782404566,0.46121972354644397
rw,False,10,31,73,1.2871546016016373,1.105626467234138,0.9488902666608721
rw,False,10,32,73,0.200376438320808,0.29706855530390947,0.11862995437669006
rw,False,10,33,73,0.7217354425860525,1.419672272803096,0.5843758150007085
rw,False,10,34,73,1.6144389581290008,2.030346068966249,1.805526268372858
rw,False,10,35,73,1.1993467979494827,0.8230072460054378,1.0642616775435862
rw,False,10,36,73,0.3201690445450211,0.3616525709072228,0.3201690445450211
rw,False,10,37,73,1.3424490609303408,1.147921898472632,1.106858404085946
rw,False,10,38,73,0.6099080001694497,1.1213053092602565,0.7616654053925652
rw,False,10,39,73,1.6836482976393052,1.9632462780607607,1.7828226527864588
rw,False,10,40,73,0.6158203897070325,0.6282295163601957,0.5554151338735331
rw,False,10,41,73,1.0584146223383046,1.2387490120029896,1.6359087308552966
rw,False,10,42,73,0.40192512846874207,0.3380798490784444,0.3888403072739214
rw,False,10,43,73,2.0092894853689502,1.92440769887876,2.0748132146597915
rw,False,10,44,73,3.1479942792515696,3.100718149970483,3.2989455504212977
rw,False,10,45,73,1.0347654017926395,1.123424810304308,0.857084963516647
rw,False,10,46,73,0.4360865431934279,0.8007234711121934,0.38845137785430583
rw,False,10,47,73,2.5615240170305165,2.1441383789425155,2.025043136737808
rw,False,10,48,73,1.8087325172886397,1.4465136352237773,1.4465136352237773
rw,False,10,49,73,1.309590214944777,1.7293210290172711,1.064252796444031
rw,False,10,50,73,1.0152856961480776,1.5301914945510184,1.2103076238895119
rw,False,10,51,73,0.3650272039424551,0.5661430215020056,0.4404187959154366
rw,False,10,52,73,0.8698967829240192,0.6128319705218356,0.6128319705218356
rw,False,10,53,73,2.2204331025126356,2.0799435594756996,2.1570658304932215
rw,False,10,54,73,0.34318278639207844,1.0269645593277814,0.44949721619914
rw,False,10,55,73,1.1347768682419153,1.4064246870756187,1.5136937451956314
rw,False,10,56,73,0.5744686943093849,0.5606685472854354,0.5399551294069799
rw,False,10,57,73,0.7457641807500415,1.6391991877658572,0.796215236463906
rw,False,10,58,73,1.0533281151502687,0.7496317812183573,0.8350819917995425
rw,False,10,59,73,0.25548303363653585,0.2165731767722129,0.26202092460356713
rw,False,10,60,73,1.433392489345072,1.1421539096133133,1.6156016961077886
rw,False,10,61,73,0.30516085093980727,0.5322536644355542,0.5541997424798442
rw,False,10,62,73,1.0670174893895967,1.179540742525162,1.4125994997490317
rw,False,10,63,73,0.6009587054040176,0.386756640494313,0.6109703962499933
rw,False,10,64,73,2.069172446633901,1.7497488254185982,2.795319744745691
rw,False,10,65,73,0.7717835654823336,0.7617963102633312,0.5376194718071293
rw,False,10,66,73,2.4773705948736886,2.5309886952147473,2.727805696567546
rw,False,10,67,73,1.035924886057899,0.5574277839978401,0.6411053379864291
rw,False,10,68,73,0.44131678517017753,0.24135944380436042,0.5488019339588629
rw,False,10,69,73,2.1270666498351676,1.0993128572501687,1.5471862049410958
rw,False,10,70,73,2.5597081125255974,1.6150535320439543,1.6122259628039204
rw,False,10,71,73,0.39529909632723587,0.26724380233586664,0.16964452351947157
rw,False,10,72,73,0.7019502725487796,0.3888745618741663,0.7115738193062044
rw,False,10,73,73,1.066911018144253,0.7783118299917217,1.0056670608658045
rw,False,10,74,73,0.8271854868429148,0.6368452120519639,0.7631992948176037
rw,False,10,75,73,0.5439741801510114,0.5021466217771096,0.5021466217771096
rw,False,10,76,73,0.7129400164539935,0.7999455046293187,0.911917153633105
rw,False,10,77,73,3.7657009251077427,3.290836370719583,2.8805445013112116
rw,False,10,78,73,0.36153196744822513,0.3662065243842413,0.3811804765208274
rw,False,10,79,73,0.4530588323120365,0.29912190775710396,0.35227676352464493
rw,False,10,80,73,0.7158570599295476,1.722952119618586,1.2891805368980387
rw,False,10,81,73,3.64105575948196,1.8454795615458888,1.8896787144637321
rw,False,10,82,73,0.9898096755625111,0.9258452297163499,0.8535301891715261
rw,False,10,83,73,0.8168540325708231,0.7822641147487985,1.2080205718774704
rw,False,10,84,73,1.9927402239447172,1.8394975627453882,2.0203480756585517
rw,False,10,85,73,0.6547997822748809,1.6851933120904512,1.496936238439749
rw,False,10,86,73,0.49098303717707026,0.4789168155411831,0.41553480493760775
rw,False,10,87,73,0.7082162165167499,0.66818319015704,0.5808030954896527
rw,False,10,88,73,1.7562029700207815,1.6737620168115726,1.853058731254832
rw,False,10,89,73,0.5355590706078397,0.6044708065771873,0.5837878037811525
rw,False,10,90,73,0.6548064834152809,0.6773072184228888,0.8415828681234401
rw,False,10,91,73,1.2362176132371554,1.008001970435289,1.008001970435289
rw,False,10,92,73,0.3620006474521516,0.5603840885010223,0.4370133054141566
rw,False,10,93,73,1.333752421747768,0.9113695329311229,1.7843241580559992
rw,False,10,94,73,0.5427810803350827,0.9138777916015695,0.36205425610392217
rw,False,10,95,73,5.490329978936206,5.73250400164232,5.490329978936206
rw,False,10,96,73,0.8072015864486661,0.9839066198926704,1.3288499011555688
rw,False,10,97,73,0.6804624511016387,0.537410365576295,0.5122508367940162
rw,False,10,98,73,0.4781682324414429,0.4114841408471636,0.5666325355031921
rw,False,10,99,73,0.6398494663478943,0.5929540369124368,0.5929540369124368
rw,False,10,100,73,1.3493030810946918,1.5317366136780486,1.539226636550627
rw,True,10,1,73,0.6387688014917732,0.7140427820299456,0.5709029516422706
rw,True,10,2,73,0.48828182959859084,0.6085045776476883,0.5934653996550214
rw,True,10,3,73,0.9041343108997688,0.8948679171268675,0.8103124358929107
rw,True,10,4,73,0.29248717087200105,0.5401008650621194,0.400883203425264
rw,True,10,5,73,0.4729206924738465,1.2955512491233159,0.6007296793733061
rw,True,10,6,73,0.3836839560317646,0.41516918083557675,0.47410637386776366
rw,True,10,7,73,0.4292613010341269,0.4886119398694603,0.4932042629475831
rw,True,10,8,73,4.6512438210955995,4.715333703295654,4.6512438210955995
rw,True,10,9,73,0.7943642498863537,0.7881482088302338,0.6677801443462165
rw,True,10,10,73,0.804112450328006,0.8399744859518199,1.3915227494947047
rw,True,10,11,73,0.8419903636610016,0.8042653502027604,0.9982285328500312
rw,True,10,12,73,1.3718110713564495,1.373551463077372,1.3956771063047717
rw,True,10,13,73,0.9396797484091425,0.6568986176143953,1.3670483523765888
rw,True,10,14,73,0.7974464742183579,0.5179083031648984,0.7974464742183579
rw,True,10,15,73,0.8632551666727815,1.0324123472276097,0.8914041579069599
rw,True,10,16,73,1.8317945979800156,1.7147056287577818,1.533895078648934
rw,True,10,17,73,0.3127833157799484,0.08161857321896071,0.1028713469583683
rw,True,10,18,73,0.7285066619873554,0.7886684141380427,0.7285066619873554
rw,True,10,19,73,0.8962194617541075,0.5871996781282388,0.5085939761537476
rw,True,10,20,73,0.29418621029891556,0.5841525634499354,0.642242874209267
rw,True,10,21,73,2.2803719951903,1.5674548350183812,2.0319960717473036
rw,True,10,22,73,2.6493629714515876,0.6244909603130036,2.6493629714515876
rw,True,10,23,73,0.4116929633933886,0.5343381392155965,0.4675170645391349
rw,True,10,24,73,0.5268709385963289,0.4229342936898305,0.6063678762838973
rw,True,10,25,73,1.633794161483029,1.3542958362192554,1.4471543847489416
rw,True,10,26,73,1.0088910256293078,1.160842646460415,1.169973188974111
rw,True,10,27,73,0.8907744089832952,2.1354360472098355,1.00884982854488
rw,True,10,28,73,0.8479721405644038,1.273771353407384,1.9695432286328438
rw,True,10,29,73,0.9897939645686527,0.6183694402108756,0.9443530482986833
rw,True,10,30,73,0.6020700626917942,0.8630142231231578,0.9713405093878305
rw,True,10,31,73,0.5875679590015193,0.6656756737110889,0.5844681219853027
rw,True,10,32,73,0.7898690419600417,0.5677046929232181,0.5419448105125614
rw,True,10,33,73,1.949967023166132,1.5779721241191598,2.1411524358170833
rw,True,10,34,73,0.7769565041379631,0.9616642746859505,0.8531451545259923
rw,True,10,35,73,0.4496038442637909,0.22195057654325503,0.3121322128138578
rw,True,10,36,73,1.3148939666414703,0.9673355722730336,1.3214055101015894
rw,True,10,37,73,0.843228769761422,0.9682321716127935,0.881899656944384
rw,True,10,38,73,0.7529378938802841,1.0008642793984492,0.8460952385465195
rw,True,10,39,73,1.9453011793729948,1.3979425356067638,1.1758182547295521
rw,True,10,40,73,0.8882257261646166,1.0855304341516696,1.0490497634570237
rw,True,10,41,73,0.19882596665469165,0.26073811469285746,0.2596589922069928
rw,True,10,42,73,0.7735364468531873,1.0691826078146698,1.0691826078146698
rw,True,10,43,73,1.0758156311180405,1.1322161709713738,1.2357444272746094
rw,True,10,44,73,0.42643110096292824,0.261572321062748,0.37237478958272324
rw,True,10,45,73,6.914729040581881,5.204073293616479,5.517310353111631
rw,True,10,46,73,0.9143155872438873,1.1904042691499745,1.0565328244814112
rw,True,10,47,73,2.5754834933209625,2.256344038826846,2.599872492417523
rw,True,10,48,73,0.6160927078893865,0.885090027365785,0.9219181497431508
rw,True,10,49,73,0.42050188391941773,0.4813975835163828,0.6020470803524867
rw,True,10,50,73,2.4988694346164353,2.0884977103694835,2.0863000116714905
rw,True,10,51,73,0.7534887513345243,0.8703662766306874,0.870820081740156
rw,True,10,52,73,1.4586203701945457,1.172157255610845,1.5077169133661859
rw,True,10,53,73,0.6729640088614396,0.5917560688038255,0.544753594323455
rw,True,10,54,73,6.507940401283974,6.636668379373196,5.0670610539617345
rw,True,10,55,73,1.5711006868945716,1.4043462095216734,1.4266848205398153
rw,True,10,56,73,0.9957861877636652,1.6750764833053398,1.430519374875451
rw,True,10,57,73,0.940023548843941,0.8824307140659676,1.038733994297752
rw,True,10,58,73,0.9518340738322275,0.6934611747062537,0.7198853979085789
rw,True,10,59,73,1.8331606452511653,2.003080893592044,2.003080893592044
rw,True,10,60,73,0.5303589823175116,0.579854824623606,0.579854824623606
rw,True,10,61,73,0.28505380497431787,0.5204411788575669,0.30254799453242337
rw,True,10,62,73,0.5847054846155492,0.799405448996218,0.7581204258405616
rw,True,10,63,73,1.0810405793394156,1.0274191688937315,1.1116357357597708
rw,True,10,64,73,0.20837915410854135,0.11625863566834951,0.24808992425967089
rw,True,10,65,73,0.21277065175844104,0.34228682295989404,0.42081004760353946
rw,True,10,66,73,1.0462167548312722,0.88068994507517,0.9991830248185559
rw,True,10,67,73,0.6605609196043537,0.5728015389900233,0.5821613552935518
rw,True,10,68,73,1.776501841119994,1.8922306013818928,1.7164170336981615
rw,True,10,69,73,0.4229532262021528,0.4063968418024732,0.4448499742806181
rw,True,10,70,73,0.6998127860371919,0.6300633791595726,0.6308949909413936
