process,non_linear,sigma,run,train_size,p_spot,p_m1,ridge,lasso,mlp_seo,rnn_seo,lstm_seo,dda_ml1,dda_ml2,mlp_ieo,rnn_ieo,lstm_ieo
rw,False,10,61,25,2.95611252459547,2.5687115701835452,0.6584878563113857,0.3627841798738192,1.8931858267376465,0.9919013180742443,2.037378461472563,0.34455206575093533,1.6756227749391455,0.7625608338059506,0.837730482009645,1.7222518505637572
rw,False,10,61,73,2.95611252459547,2.5687115701835452,0.6067219503522108,0.6067219503522108,1.2820587202088878,0.8201849719850031,0.6675543900834061,0.33540281186994114,1.0970007781115878,0.3715768172347055,0.5831204487892849,0.5831204487892849
rw,False,10,62,25,2.4752083495822492,0.921682298366754,2.138377195352237,2.189330678312837,2.4752083495822492,2.4752083495822492,2.4752083495822492,1.103485829599634,2.189330678312837,1.163777639436754,1.431358719052856,1.431358719052856
rw,False,10,62,73,2.4752083495822323,0.9216822983667378,0.5510153861880605,0.5510153861880605,1.4391516511622906,1.4004655695277397,1.5817058793395586,0.8725047082779646,0.3494487029210816,1.3097235834440522,1.5978308637104106,1.5978308637104106
rw,False,10,63,25,5.063232425313369,3.1211334184754995,0.8900634621127249,0.11171820477781996,1.7774857050353456,2.166124931323826,2.9610242425757245,0.48206461851967913,2.533894409355519,1.3895181766870301,2.5568668028436607,3.105609661690425
rw,False,10,63,73,5.0632324253133385,3.1211334184754995,0.07778299996844046,0.10917995757173043,1.3236775005322954,0.5834105065812806,0.16871321389962973,0.21483944350696332,1.0500171763839887,0.9610414677459665,0.3748719641068806,0.4390371256561443
rw,False,10,64,25,6.604002471189037,5.141068516986676,2.278333206380122,2.068296163076476,4.7140121334479925,3.834555681154348,5.224543464688162,1.4963808730557908,1.6422208227159951,3.012733741478628,3.8681142589276796,5.13200225835531
rw,False,10,64,73,6.604002471189037,5.141068516986676,1.491784212279817,1.491784212279817,3.7463521213865563,1.8512751822474107,2.3606086027750424,1.991645340487561,2.1650512424163475,1.572256649147295,1.9361754764969745,1.7145099800668477
rw,False,10,65,25,3.2596044515128564,2.4404753291481,0.23733717142661806,0.19046732651217246,1.2258250712025245,0.2884825680170096,1.0050637932992696,0.3088722171256427,0.8253694135891058,1.170475938078487,1.1187545361509625,1.5533733974168467
rw,False,10,65,73,3.2596044515128564,2.4404753291481,0.32395912866841303,0.32395912866841303,1.3139113670995248,0.2914123671627515,0.9840100961182723,0.3909686572395479,0.6296444123157329,0.8301023321405708,0.7868740462046034,0.552709952529399
rw,False,10,66,25,4.504355093304478,3.5721232189648178,4.088677614428345,1.8043092652315234,3.75527242208394,3.3556000176082033,3.5531424733483497,5.780754666627255,5.026047262908166,2.502437622110798,1.876925172289507,2.1228245104536336
rw,False,10,66,73,4.504355093304478,3.572123218964834,1.3036552408529907,1.532017903092658,1.5689408221484493,1.3513770166805068,1.520981106606737,0.9154170310623245,1.0952093154607823,1.8310155819699125,2.041972598395771,2.1926974846946132
rw,False,10,67,25,2.3183386737139857,2.7982254772519193,0.3701608642988058,0.5423063550702356,1.3643463913951004,0.9442086355249006,2.0128097883588136,1.2805824674888135,1.9582494969267104,0.9572998322773492,1.1757878245749789,2.1820193187626056
rw,False,10,67,73,2.3183386737139857,2.7982254772519193,0.3256368993693317,0.3256368993693317,0.9679878531943588,0.3623021743234759,0.44312627337363253,1.0066902901595671,1.0066902901595671,0.7745399755122659,0.6064843119434097,0.6867487126446209
rw,False,10,68,25,1.8148426837472167,1.477840083261964,0.4021387640690806,0.3864991172318597,1.968158468199225,0.8572459312853214,1.8148426837472167,0.38617608186697544,0.6199435892443093,1.006050354974657,0.4586336821992565,0.6887527384202349
rw,False,10,68,73,1.8148426837472291,1.4778400832619762,0.3461434818634924,0.346674569140024,1.1154763933042862,0.3529018383440436,1.0986188339248364,0.2626121279209468,0.376621879313078,0.23183285805348175,0.2951320385601999,0.4218139246657332
rw,False,10,69,25,6.750371868020831,4.529198983156849,0.8559326205159106,1.0803182791888213,3.5693148649256266,1.3251450575314732,4.107445061857078,1.6509521097973636,1.6509521097973636,2.2450206477459522,4.031341860222462,3.965581470455972
rw,False,10,69,73,6.750371868020831,4.529198983156849,1.004210513509083,0.8123227775768395,1.9846609295418716,0.7331798514225738,1.6615179506405422,0.24901272983693135,0.555548959879558,1.4190474366844155,1.1956179277434598,1.2255322761570513
rw,False,10,70,25,6.094195457597071,5.963584543038332,2.1765063024684133,1.2635326473372768,4.118818568172981,2.0942055009834744,3.221679375028009,0.5504204562985561,3.7074016751767225,2.6389311367515544,2.2693578338920255,2.749438876256803
rw,False,10,70,73,6.0941954575970865,5.963584543038348,0.5968437827902023,0.5968437827902023,1.0077923714272907,0.48710078701872694,0.7502723530604393,2.2899851625859413,2.2899851625859413,0.9942662229099598,1.3813115153893887,1.5244713916549997
rw,False,10,71,25,1.959911399385434,0.9911348986325588,0.5806843826317054,0.5806843826317054,1.959911399385434,0.9915620914760769,1.959911399385434,0.3578605471560593,0.6714404784003045,0.33403015131320646,0.7758085904229687,1.1586241570298406
rw,False,10,71,73,1.9599113993854338,0.9911348986325362,0.3487090743174416,0.6982828948331826,1.6720238401077467,1.35752023834662,1.708156882466162,0.6251611322310769,0.3257220307811331,0.447855147869612,0.3811495695001422,0.30143791156156335
rw,False,10,72,25,1.3084833844774262,0.7466409754740063,0.3095992747480009,0.24567796143511797,1.3084833844774262,0.7469585333804744,1.1939808569919095,1.2575989544033057,1.0524199080279497,0.5272668184116831,0.8232519603992331,0.6684369958539678
rw,False,10,72,73,1.3084833844774262,0.7466409754740063,0.2939731630807863,0.2939731630807863,1.3084833844774262,1.036928067329518,1.1773488150946536,0.9543610704758901,0.8550610165209291,0.4989016119820679,0.5214061930758195,0.48220351207718426
rw,False,10,73,25,2.7150504547438574,1.0334984615651193,1.6001774934215502,2.082141949167657,2.473266856229055,2.3522018028842266,2.473266856229055,1.2178847085803688,2.473266856229055,2.473266856229055,2.4199457044232666,2.4199457044232666
rw,False,10,73,73,2.7150504547438574,1.0334984615651193,0.4320467220578815,0.4320467220578815,2.473266856229055,1.9992989930428264,2.473266856229055,0.4930540109939353,1.4099930741928133,0.9704325169645324,0.9351083649412297,0.9626313390361166
rw,False,10,74,25,1.5937168415928162,2.6704112080226206,0.48497633175723137,0.6506921092245166,1.317075615062669,1.3362096768645757,1.630495289383478,0.5242357375320561,0.5242357375320561,2.0031393305553946,1.4668239042724753,2.307979491382461
rw,False,10,74,73,1.5937168415928162,2.6704112080226206,0.19091917801561809,0.19091917801561809,0.6296349654530276,0.12739971648333975,0.3150559684736247,0.4823561203777502,0.4823561203777502,0.7394944567594922,0.42572047915363326,0.5706485911588708
rw,False,10,75,25,2.7091458512567184,2.2673196074204327,1.6283642631408295,2.016271761850715,2.2673196074204327,2.2673196074204327,2.2673196074204327,1.172110993032736,0.6988702641915965,0.5485520056402147,1.3842412747051036,1.3540811355975941
rw,False,10,75,73,2.7091458512567184,2.2673196074204327,0.281749131999322,0.281749131999322,1.5990868277316612,0.7093058051494097,2.2344181921907293,0.38832604704990925,0.3747549044015759,0.4963031031147491,0.49901218488887544,0.5521948877877155
rw,False,10,76,25,1.8384863265069569,1.1084785999376365,0.7868215979749672,0.7405555000098092,1.1134978181859554,1.2519425714138455,1.428741433957253,0.7661890562859003,0.9372574041355384,0.8660888800268678,1.1409257247246434,1.0565720704744113
rw,False,10,76,73,1.83848632650697,1.1084785999376499,0.36946053723488187,0.36946053723488187,0.7015935802494685,0.7015959353529452,0.5829246430138632,0.9902967170459718,0.6720028902646031,0.789614136477014,0.880946130040011,1.067079112975473
rw,False,10,77,25,11.68505334505348,10.352774594243,3.724199800458724,3.563256467132537,6.426200471518095,2.750773889647803,5.633213400919361,3.1875807862213805,4.073247750154844,3.19401479754913,4.526413648561922,3.9224915838357313
rw,False,10,77,73,11.685053345053516,10.352774594243012,2.664543038827206,3.1771378086759756,4.030848133729157,2.2573116264355453,2.7373469059706834,2.3401530554146386,3.2482333339919576,2.7095339184346043,3.800074340143425,3.358244278458738
rw,False,10,78,25,1.843125706474233,1.4096285836981526,0.6024750460057261,0.4041508310838049,0.9646167332757386,0.8529085269623803,1.059771077168369,0.3378007602939483,0.9198314317736332,0.5288555349471449,0.6774663458505514,0.83655140945803
rw,False,10,78,73,1.8431257064742463,1.4096285836981526,0.25860157212623136,0.26972942455678,0.5948731841312351,0.3946361450532906,0.7055812593187762,0.42614909283030566,0.3993838484784814,0.2937422811268726,0.3009965710223496,0.3009965710223496
rw,False,10,79,25,1.7445828277304751,1.0822559856795817,0.40927497255002065,0.6508720166357725,1.0822559856795817,1.0822559856795817,1.0822559856795817,0.397012700583015,1.5813066966589049,0.9444821678864216,0.902213063708323,1.0454058503182002
rw,False,10,79,73,1.7445828277304751,1.0822559856795817,0.14821732980681923,0.14821732980681923,1.1984615562074121,0.5136177646408081,0.951565367976374,0.38303203547131426,0.2706343050696582,0.30157227287581656,0.19133474854065516,0.2195034677613504
rw,False,10,80,25,4.584398891274658,3.212881560037405,2.3305668055417788,2.097197920308145,2.7182675955703095,2.345353045213753,3.212881560037405,0.6110840485188602,2.789762325068837,3.684510102048604,3.1835125878423436,3.1594740614876624
rw,False,10,80,73,4.584398891274638,3.2128815600373852,0.4407238352374779,0.5627964055795336,1.13048213407982,0.5684078525063275,0.5545861789875363,0.61108404851886,0.5674034509635029,0.6562550135005464,0.33522894146874466,0.2699227070926303
rw,False,10,81,25,5.661895614956994,8.682086486204293,1.9558189335104141,1.9558189335104141,5.960446383981963,1.9558189335104141,6.444829461680081,1.8152114158777568,1.38151318669844,3.407401480169271,4.817407773693336,4.665023600961347
rw,False,10,81,73,5.661895614956966,8.682086486204293,1.5446602676350907,0.23891211200810178,4.0693336929791,1.477221426710546,5.637601480400708,0.8884273295743941,0.315978932353698,3.441090330180953,3.06498456999137,3.040036529210819
rw,False,10,82,25,2.740205076580495,1.9155689054174234,0.4896833265597954,0.5328168668965936,2.479113418930876,1.4551606681045026,2.7343327383791527,2.008102673282266,2.1518211518019297,1.9438698113603794,2.323746092892895,1.9278646377036597
rw,False,10,82,73,2.740205076580495,1.9155689054174234,0.5505554551327138,0.9045296614360727,0.8189243848838332,0.4646541377509719,1.4941336176473918,0.615067200950828,2.268744159390382,1.153744283160895,0.7914462458238206,0.7914462458238206
rw,False,10,83,25,3.9337127156268124,2.013781567645371,0.5318077921918192,0.49577255634093526,1.9444284524241975,0.8530833498502249,1.735324017805107,1.1162652031269744,1.9819384240933269,1.1459904291243619,1.3172021088000896,2.274952978092925
rw,False,10,83,73,3.933712715626836,2.013781567645371,0.6634624906047987,0.6709384303082577,1.596330312527372,0.8703876321692258,1.723295850418767,1.1156526622655825,0.5756579887333505,0.6709384303082577,1.1482290703301234,1.0835924753262205
rw,False,10,84,25,6.552989639110884,7.477965858829334,1.4693215113432403,1.6255236264781134,6.347434198776612,2.8901254102040626,6.154486589624204,1.9085966681569286,1.9085966681569286,2.961801174894653,5.436374862577169,5.816811192418478
rw,False,10,84,73,6.552989639110884,7.477965858829334,0.8189511855717282,1.0645054338888547,2.6170229933348943,1.1722859583827376,3.253925081786748,1.5003327569019886,1.6872770915571573,1.5218080886713095,1.7230666060031201,1.5218080886713095
rw,False,10,85,25,6.615434872344979,7.626175370469849,1.214761740585206,1.214761740585206,5.383904034729892,4.136988060588548,5.023697737792657,1.6636710155623822,1.3714050661962025,2.4418398893042625,2.702512896422128,2.6752327440408408
rw,False,10,85,73,6.615434872344979,7.626175370469876,0.5368914668196332,1.6072549021189246,2.050211241924417,1.8083324836552104,1.8520175647813317,0.8896443683801263,1.1550958528709103,1.83392050037336,0.9121790509480007,1.0683306424312473
rw,False,10,86,25,3.976194462300768,2.385976358692159,0.7225127373285242,0.7225127373285242,3.2458693064163158,2.939243078733044,3.6117972052893887,0.20587565231482632,0.7323274839549704,1.4762035850595676,1.6449321391343945,1.9960280850116978
rw,False,10,86,73,3.976194462300768,2.385976358692159,0.5581699496805468,0.5719927719230461,1.7920433046337332,1.1965134145161527,1.477746535772421,0.540512600558067,0.47872818417309393,0.5407996750974846,0.6735413293450552,0.5071058279070122
rw,False,10,87,25,2.9203122941282365,2.147348146325384,1.522462752317775,1.3584869943401598,1.6360437514029373,1.6360437514029373,1.6360437514029373,1.9298923172872036,1.9298923172872036,1.6636135540019734,1.5273987487795568,1.7441772138948348
rw,False,10,87,73,2.9203122941282365,2.147348146325384,0.6813192642161429,0.6399550735672418,1.3552608252722766,1.306529611511232,1.2905636189096787,0.3050799616876862,0.6248660468895298,0.8868820359253059,0.706338777357906,0.8757769519848799
rw,False,10,88,25,4.831537402093121,4.763734869559564,0.9410626350048192,1.5121772523530015,3.1257631605080256,1.6157694615473945,2.8962597306794233,1.2597194377124799,0.9631578743223717,1.1792442631239635,1.886140775805862,1.3411086005343984
rw,False,10,88,73,4.831537402093121,4.763734869559564,1.7011232182258251,1.3960043662068213,1.2920513071819528,1.257433642107216,1.0866939365981292,1.5025858030203905,1.2222314378075039,1.9850714783408163,1.5928272258862155,1.9294124087400815
rw,False,10,89,25,1.6725132399102327,2.730534356808062,2.2741864968489054,2.166298635186312,2.899463239175269,2.7765142751808516,3.0409367334532913,0.8355087426569164,1.9753107874342177,1.5802740212866528,1.5987448900642853,1.733230597085006
rw,False,10,89,73,1.6725132399102112,2.7305343568080396,0.5507827742211596,0.5507827742211596,0.6281484118245074,0.48704763187550476,0.45406133064016885,0.9885958212421115,0.6625039460161561,0.3137997476598306,0.4384864574107329,0.571465777017173
rw,False,10,90,25,2.7728911793143314,1.5573665332384854,0.6378884178485495,0.6378884178485495,2.6773319237588766,1.4487742934477519,2.2420059886224997,1.0487989119073933,1.2992042850850034,1.4715139098679295,1.3080808237181332,1.4888738278776525
rw,False,10,90,73,2.7728911793143314,1.5573665332384854,0.6445723369866524,0.634088650564079,1.3946617874884228,1.7939083672816407,1.7563426753374987,0.5398091266662441,0.5489629447080745,0.9128215716659579,0.9021155436181467,0.8031634872321104
rw,False,10,91,25,2.664214923748909,3.2388000394291163,2.469898276540356,1.6698080276325937,2.575002456935004,2.335564902042488,2.469898276540356,0.9757752788315736,1.0771432263438543,2.8245135721337213,2.3545442760896087,2.38924551186141
rw,False,10,91,73,2.6642149237488963,3.238800039429104,0.7336350940201865,0.7336350940201865,1.736590632019352,1.8202445479893186,2.266472448016171,1.0993988939409507,1.2538919248199962,1.5226683305371345,1.4628800661840586,1.6964243024371974
rw,False,10,92,25,3.1112592092343494,2.4108457143931425,0.97559871327292,2.6623123173163616,2.835543688984565,1.8807585715537471,3.0922838626807905,2.7346867239677364,2.7346867239677364,2.753087798326068,2.7820498412980434,2.7820498412980434
rw,False,10,92,73,3.1112592092343494,2.410845714393162,0.2967204137957539,0.2967204137957539,1.0036449504304263,0.5179789364072058,1.3349899930259017,0.6008106060671451,0.45927523724280195,0.6008106060671451,0.6008106060671451,0.6008106060671451
rw,False,10,93,25,2.653195280500344,1.3600349347579053,0.5582252960986529,0.4074076803954123,2.0324041639062482,0.7445907608647031,2.1038874554855846,1.6426295173297807,0.5610368761808788,0.998140465537212,1.6286175708362598,1.5341327498312989
rw,False,10,93,73,2.653195280500327,1.3600349347578886,0.8657137194839178,0.8657137194839178,1.795869565313564,1.4735878909800828,1.660320696399019,1.0545852780874931,0.3373580019235393,1.8644620084028107,1.806603642249811,1.8319258295111736
rw,False,10,94,25,1.3751595514571617,1.612601504958805,0.7998233981604872,0.5516976542868262,0.9738207467129372,1.1442144571474049,1.3373863251143863,0.8276264361321845,1.0829377357184244,0.8991695926431243,0.5944440756669069,0.9117016498868018
rw,False,10,94,73,1.3751595514571617,1.612601504958805,0.33727691211388644,0.132301120035857,0.7227603343153935,0.4105295081094066,0.5477483677172407,0.3387500697015162,0.31880022024306365,0.4908800942502959,0.34818464360774853,0.3218783815411986
rw,False,10,95,25,5.360512460790724,6.40352038139372,6.40352038139372,5.9505260128620865,6.40352038139372,5.9505260128620865,6.40352038139372,1.8039360040290915,2.624927191630207,5.9505260128620865,5.813528504981838,5.949455001839301
rw,False,10,95,73,5.360512460790724,6.403520381393745,3.995995902977642,4.669136315694916,5.377694875034157,6.004853468945715,5.762679446239613,4.080941751014209,4.080941751014209,5.813528504981838,5.725045412566123,5.482871389860009
rw,False,10,96,25,2.65547035354546,2.150859786561585,1.8819505093899087,1.7407452115726418,1.9856414223806214,1.6551180993490393,1.8434635230860739,0.820232352362202,1.6970186782209407,1.5707734658457646,1.5282148697524067,2.1934061298191203
rw,False,10,96,73,2.65547035354546,2.150859786561585,0.5380730865969354,0.8261307048456049,0.7942428543062043,0.44698096332937864,0.4524317868990543,0.24387074801549313,0.45432652297272236,0.6033367458043687,0.7057014045536324,0.9297364817561653
rw,False,10,97,25,1.3569836952459235,1.3676786390650393,1.142607093517503,1.1486856954316078,0.9205783530872633,0.8927553258907064,1.1402617002569786,1.1757510258183785,1.319288163932728,1.3201752883561813,1.1815602415916187,1.2067004381907176
rw,False,10,97,73,1.3569836952459362,1.367678639065052,0.11902838559420216,0.11902838559420216,0.49689226151330024,0.4247664758932761,0.5139949042544885,0.2164521446644928,0.642901843618592,0.3249242538782271,0.45564208556858227,0.41487535830395
rw,False,10,98,25,1.5939187012418532,1.064757278330939,0.9201509913872887,0.755100234279358,0.9201509913872887,0.7685563202063495,0.9336070773142919,0.39463725713957093,1.2183028532140985,0.691052438246933,0.8196551759172501,1.0465155845176721
rw,False,10,98,73,1.5939187012418414,1.064757278330927,0.4458124646311333,0.4458124646311333,0.9271582773380508,0.24037025283258012,0.6319559479120918,0.6389506859113196,0.6389506859113196,0.4788985422911572,0.3548426300918093,0.38078467322255527
rw,False,10,99,25,2.292285907169991,3.339487009610815,1.0755286658821426,1.0580887165409723,2.352401259979626,2.3665210197453432,2.8567227568484075,1.7954314593302263,1.0913514961833226,2.029175505957136,1.836768505948349,1.9534147575935814
rw,False,10,99,73,2.292285907169991,3.339487009610815,0.5848472941157596,0.5848472941157596,1.4393411203638027,0.6333388448680525,1.1934221389635793,0.9709532480575132,0.6132728365994323,0.5191911982963086,0.34867271316398263,0.4596455688737139
rw,False,10,100,25,3.05133499331937,3.5188134764345973,0.8315664011293964,0.8315664011293964,2.371742231315886,1.1663277644698336,2.8639038049041505,1.729766544443495,1.2986429557621353,1.8123513070946844,1.842537010983093,2.1688444106160856
rw,False,10,100,73,3.051334993319341,3.5188134764345973,0.824536966475832,0.6300424341418152,1.1647513430294192,0.6777200250502363,1.0131783756544768,0.93452279687335,1.023298661516101,1.3603550273004996,1.2926317368150733,1.1732965758264966
rw,False,20,1,25,3.1443613974401723,2.3750796772597584,1.0003526477779638,1.0003526477779638,2.586503269083944,2.2253204982107206,2.803694329036154,1.1414759173321753,0.6771154142478707,1.0707455414890898,0.9599917059796848,1.3304597371604139
rw,False,20,1,73,3.144361397440191,2.3750796772597766,0.8923880975710334,0.8923880975710334,1.1638482063302438,0.6932168768340038,1.0375856100517,0.9368848176877861,0.9730083947565262,1.0413331520944973,0.8978207625759717,0.6198245139319175
rw,False,20,2,25,4.279461976514129,2.4443995968468495,1.401351814953301,1.401351814953301,2.3164000479745783,1.700477301524294,2.835183390743955,0.8835137029773652,2.4179379470535567,3.6491582378775975,1.9341838816374797,2.8809617285877382
rw,False,20,2,73,4.279461976514129,2.4443995968468304,0.8318614687055189,0.7954309414449988,1.0067212715720955,1.1364599093410956,1.203561405752699,1.1927159596375132,1.7693172778945658,1.214793056391081,1.2868754157117528,0.7954309414449988
rw,False,20,3,25,2.7642774913748904,2.4689055622516856,2.4780040250145747,2.0624120531624524,1.2904901990577053,1.806799585474447,1.425349215571286,2.279585829283033,2.4233079895407954,2.0557012950869438,2.25489222697859,1.9975972738847985
rw,False,20,3,73,2.7642774913748904,2.4689055622516856,0.9979992553159835,0.9183954274941999,1.5072913052731838,0.8815017962125382,1.821157580193225,1.2899531968872824,1.2484694031926102,2.190210972481175,2.4413878597418472,2.145371730946486
rw,False,20,4,25,3.584802800740461,3.594787639731368,1.5444457827028217,1.5091488166966804,1.9072568272284052,1.5531231826320235,1.9965341618371009,2.113080200773559,1.0867904634482493,1.1702700482677841,2.160219606664375,2.0487184392329802
rw,False,20,4,73,3.584802800740461,3.59478763973135,1.6636998711485427,1.969577851766882,2.693490923555002,1.7775052647330951,2.1293821980578844,0.8425704708141394,1.1682820088504942,0.8942111746321248,1.4028337140020644,1.4028337140020644
rw,False,20,5,25,3.3015620624992503,1.8290229801577906,1.2859608863775036,1.2859608863775036,2.243417044110109,2.392794062278667,2.2316688293837554,2.056269302265123,1.974162419811671,2.096736072113266,1.6533528813049463,2.6606838282230516
rw,False,20,5,73,3.3015620624992215,1.8290229801577764,0.7895688656752236,0.7895688656752236,2.2074126991309595,0.8155206027583776,1.8342619854366353,1.0369763478796323,1.6789690948705562,1.0823431609504732,0.4939116139384665,0.6569929766937973
rw,False,20,6,25,3.807822051430368,0.877546615056621,0.7518603419611729,0.7518603419611729,2.915614210632041,2.8646946809184337,2.915614210632041,1.3904515659933272,1.6569671078609935,2.438755478444628,2.438755478444628,2.438755478444628
rw,False,20,6,73,3.807822051430368,0.877546615056621,2.1203427051589205,2.378468692995741,2.1810876182129335,2.4634930607849976,2.201234775263284,1.9562925850923711,1.1765616410960613,2.122873562736832,2.0028939071529654,2.035826129917659
rw,False,20,7,25,2.953008181787616,3.193601137995711,2.352844489724347,1.800234687271386,2.024131972107258,2.190025280934686,2.024131972107258,1.682598480185964,1.4559374161261434,1.4818185887256976,1.5771378581398119,1.429059630482003
rw,False,20,7,73,2.953008181787616,3.193601137995711,1.4316541273647119,1.4316541273647119,1.7933193228779527,1.4583220503545706,1.7059877159057744,1.2044421785416033,2.461883164634239,1.834447060927552,1.6712530066478506,1.6712530066478506
rw,False,20,8,25,2.4896237190182564,1.020510171638744,2.4896237190182564,0.7649083668555382,2.4085972018703665,1.7883818019387852,2.4654301843601827,1.9113919091520555,2.247398898321038,1.3702335089219526,1.7809103805739257,1.911447811862979
rw,False,20,8,73,2.4896237190182564,1.0205101716387621,0.6912064293699641,0.6912064293699641,1.334488578804867,1.2868763444695823,2.244602231039146,0.8590152991140177,0.5585438501341435,0.7291861731702068,0.8075979396355469,0.5922260297454892
rw,False,20,9,25,3.75410345388029,3.209128181082172,2.869459080611113,2.869459080611113,3.0436839299102547,3.7132360653729353,2.9551022388310857,2.0491914899824684,3.563984822956038,3.253902016414209,2.4936108780002924,3.120259108745718
rw,False,20,9,73,3.75410345388029,3.209128181082172,1.3977215916126382,1.9156951114316405,1.776140800237001,2.3286935262267074,2.3846748413638057,2.444948389088277,2.8275067758696313,1.9083731945534157,1.936156629883903,1.7092776239574885
rw,False,20,10,25,1.2111021539345697,1.3984707405061052,0.7629941310099975,0.8368253596784265,0.7688500473206061,0.9928749559635424,0.7837892243788116,0.7746483841671573,1.1443693668627448,0.9483616542107567,0.9806304283217868,1.0204442982743476
rw,False,20,10,73,1.2111021539345697,1.3984707405060905,0.6940324282516951,0.6940324282516951,1.144167782441232,0.851281598233778,0.880080776873313,1.08590792673391,1.1687617635706211,0.4490586503038521,0.966466415847767,0.8457614562413232
rw,False,20,11,25,2.1023036018532175,5.18408379073811,2.6575061750497055,2.2097350663948507,2.4201366485004434,2.7466197055962107,2.7087131569812457,1.1966553675106792,1.1813114504145903,4.953112593032108,4.065441182330021,4.662705741616914
rw,False,20,11,73,2.1023036018532175,5.184083790738148,1.0374348375554292,1.0374348375554292,1.7220178067411016,1.661176564113034,1.155469325852601,1.09509168422978,1.6574323619748592,1.1920994106031972,1.4896392254252917,1.5955357192649628
rw,False,20,12,25,4.242688513010689,2.0986072389194184,3.525045495794625,4.007108988637255,4.14827499575383,4.10868900561331,4.007108988637255,2.6475150223081023,3.787270418445125,3.382078904151243,3.605887795844493,3.2859988244881997
rw,False,20,12,73,4.24268851301071,2.0986072389194383,2.3294971883691193,2.3294971883691193,2.5582290778659487,2.420909120306716,2.608774348003201,2.135870121192438,2.7625255502656194,1.570914076472282,1.7349931729178134,1.542140712525381
rw,False,20,13,25,2.6216074421391915,1.2643197316483574,1.2804564526468178,1.6249938833288717,2.2289914019584742,1.9831098229479798,2.2289914019584742,1.2101945581610218,1.2101945581610218,2.2974882794105107,2.109388306487494,2.032006500116197
rw,False,20,13,73,2.6216074421392026,1.2643197316483687,0.8651604533059253,0.8651604533059253,2.4911469742084518,0.8948274545152256,1.4256636355050327,0.9508443026580261,0.9545504172490102,0.5415581732124413,0.6027329060497424,0.6477465880422274
rw,False,20,14,25,4.786838463565242,4.293934317170472,4.023342061790665,4.023342061790665,3.606412574941055,3.700195022793334,3.566995365188317,3.065621709081143,3.4584721291908918,3.063071023727998,2.540603303364391,3.0890979824263805
rw,False,20,14,73,4.78683846356527,4.293934317170502,2.6490337809766467,2.905570665875304,1.947030932236157,3.2773555408313113,2.7929640713460246,2.459534104376967,2.459534104376967,2.614918254242957,2.1830881905981174,2.285264368288032
rw,False,20,15,25,1.1867225875033809,2.089974914604669,1.0531056282064044,0.9949077335853684,2.084481954743195,1.3685295183114874,2.2100144095629832,1.5181246049448573,1.4546634169645558,1.7718273829326134,1.2250631702450139,1.775376232264496
rw,False,20,15,73,1.1867225875034204,2.0899749146046886,0.8134570060030414,0.8134570060030414,1.368558478009669,0.9726158606443636,1.3039345430355496,1.01490437232559,0.8225141847060434,1.078735740624887,0.8721849743429541,0.8727698303262973
rw,False,20,16,25,3.7205354691828174,3.6293135017859366,2.199152882598046,1.8859836688412537,2.172710848704675,1.4939221665638875,2.1123476060968502,1.3588887237618026,1.5122261901169542,2.1328956933334235,2.7288981879124035,3.001362150755657
rw,False,20,16,73,3.7205354691828174,3.6293135017859366,2.115556607930457,1.5329677319654424,2.2634143031375835,2.2458486270884435,2.2941554764137395,1.6450421837805307,1.5067256569232081,3.2086359920997536,2.491299007212031,2.6082825855267977
rw,False,20,17,25,4.364064715100832,4.859581098931735,2.4335026859726177,2.4335026859726177,3.435396650569291,2.6490616466098666,3.7797936013252946,2.791123843379249,2.4868491875679273,4.859581098931735,2.7527646518141444,3.844300267321018
rw,False,20,17,73,4.364064715100832,4.859581098931735,1.5521386346602555,1.5310920223839894,2.9190091282507016,1.5721921582844671,2.6822009743097,2.664290862509075,2.9604560667582427,2.189173431655175,1.6016107311677286,2.147436436901073
rw,False,20,18,25,3.0331010749166984,4.4127352178432595,1.8849534511385588,1.8849534511385588,2.6274982577530035,3.2424037896993454,2.3056482605410116,3.4170779703035143,1.5597851376367784,3.411816035214538,2.6042773438399602,3.5274328063762654
rw,False,20,18,73,3.0331010749166984,4.4127352178432595,1.1919796913501526,1.5971591256609623,2.482665213181363,1.178601963043567,1.5090929118795313,2.06373378149131,2.06373378149131,1.8069482878695884,1.796583925119664,2.3820857666003525
rw,False,20,19,25,2.4643193258211364,1.7256759719035704,0.5395714161190428,0.5395714161190428,2.1908083434335195,2.259635019311346,2.4643193258211364,0.5175960505008721,0.7452709851338976,1.4956586765496267,1.1895704799082771,1.5683623869999732
rw,False,20,19,73,2.4643193258211586,1.7256759719035704,0.6633583499376585,0.6633583499376585,2.4643193258211586,1.2965638851678825,2.1798665107674755,0.8509509159129314,0.8509509159129314,0.8506470778276827,0.6009217492944781,0.8206694860721181
rw,False,20,20,25,5.988434607901383,5.38404021086754,2.6946501652616712,2.6946501652616712,5.762892882896783,5.38404021086754,5.38404021086754,1.7732389214780413,2.0613912853763643,3.173112944530178,3.9986731859608313,3.9986731859608313
rw,False,20,20,73,5.988434607901398,5.38404021086754,2.909175925802346,2.909175925802346,2.697740543044249,2.4090905443723174,2.233731702177234,3.4828898143639098,3.280610580474815,2.2321182581600665,1.5698988181878086,2.6525450275363607
